fclass,name,type,management,xlong,ylat
building,,house,ABC Housing ltd,647960.0467,6112958.913
building,,house,ABC Housing ltd,647614.0456,6111308.391
building,,house,ABC Housing ltd,645912.5084,6117526.517
building,,house,ABC Housing ltd,649136.9435,6110120.881
building,,semidetached_house,ABC Housing ltd,645724.3974,6117122.421
building,,detached,ABC Housing ltd,651744.743,6108368.639
building,,house,ABC Housing ltd,655729.5413,6121318.149
building,,house,ABC Housing ltd,649060.1486,6119026.667
building,,house,ABC Housing ltd,645325.7804,6117901.954
building,,semidetached_house,ABC Housing ltd,645686.4145,6117195.565
building,,house,ABC Housing ltd,647835.8767,6113009.146
building,,terrace,ABC Housing ltd,645353.4467,6117864.832
building,,house,ABC Housing ltd,655773.1128,6121342.505
building,,house,ABC Housing ltd,648199.0615,6111471.28
building,,semidetached_house,ABC Housing ltd,647730.6664,6109979.822
building,,semidetached_house,ABC Housing ltd,647679.7388,6110996.124
building,,house,ABC Housing ltd,650208.6271,6110071.003
building,,terrace,ABC Housing ltd,648955.3735,6114068.228
building,,house,ABC Housing ltd,655691.2169,6121357.345
building,,terrace,ABC Housing ltd,650442.3324,6110352.225
building,,house,ABC Housing ltd,649827.4749,6110435.778
building,,terrace,ABC Housing ltd,649007.3738,6114100.94
building,,semidetached_house,ABC Housing ltd,645760.3649,6117136.745
building,,terrace,ABC Housing ltd,649504.7413,6112497.817
building,,house,ABC Housing ltd,649138.0197,6110414.013
building,,house,ABC Housing ltd,650414.1101,6110351.051
building,,house,ABC Housing ltd,648867.3057,6118693.512
building,,terrace,ABC Housing ltd,645559.5699,6117619.428
building,,semidetached_house,ABC Housing ltd,650207.8889,6118919.629
building,,house,ABC Housing ltd,645493.1353,6118060.374
building,,house,ABC Housing ltd,650961.006,6110583.616
building,,house,ABC Housing ltd,647609.8972,6110987.407
building,,house,ABC Housing ltd,647734.0549,6113000.097
building,,house,ABC Housing ltd,646195.152,6115922.443
building,,house,ABC Housing ltd,645796.1659,6116949.371
building,,house,ABC Housing ltd,645778.8772,6116938.624
building,,terrace,ABC Housing ltd,648941.3757,6114120.756
building,,house,ABC Housing ltd,649827.5035,6110313.614
building,,house,ABC Housing ltd,647758.3335,6113048.446
building,,semidetached_house,ABC Housing ltd,647933.4336,6110051.081
building,,semidetached_house,ABC Housing ltd,645774.8184,6116961.78
building,,house,ABC Housing ltd,649809.2434,6110326.432
building,,house,ABC Housing ltd,649113.941,6110485.11
building,,terrace,ABC Housing ltd,648996.8567,6118727.615
building,,house,ABC Housing ltd,650988.5673,6110578.138
building,,house,ABC Housing ltd,650024.0718,6112412.686
building,,house,ABC Housing ltd,649634.0106,6110561.583
building,,house,ABC Housing ltd,650195.6002,6118892.536
building,,terrace,ABC Housing ltd,649691.8466,6119418.565
building,,terrace,ABC Housing ltd,645681.5261,6117629.363
building,,house,ABC Housing ltd,647598.0554,6112542.902
building,,semidetached_house,ABC Housing ltd,647983.153,6110091.705
building,,house,ABC Housing ltd,649069.9081,6110644.798
building,,house,ABC Housing ltd,645451.1632,6117109.701
building,,terrace,ABC Housing ltd,648892.0023,6118794.182
building,,semidetached_house,ABC Housing ltd,645385.0821,6117132.151
building,,terrace,ABC Housing ltd,648915.0462,6113867.116
building,,semidetached_house,ABC Housing ltd,649589.773,6110559.352
building,,terrace,ABC Housing ltd,648922.0788,6118805.991
building,,semidetached_house,ABC Housing ltd,645591.5628,6117053.724
building,,house,ABC Housing ltd,645395.9627,6117508.473
building,,terrace,ABC Housing ltd,648826.2924,6113932.422
building,,house,ABC Housing ltd,646407.7492,6117669.828
building,,semidetached_house,ABC Housing ltd,648088.7697,6110159.462
building,,semidetached_house,ABC Housing ltd,649580.6251,6110307.455
building,,house,ABC Housing ltd,649893.706,6112581.861
building,,semidetached_house,ABC Housing ltd,645616.8327,6116975.255
building,,house,ABC Housing ltd,649216.3309,6118971.489
building,,house,ABC Housing ltd,646542.7498,6116115.099
building,,house,ABC Housing ltd,647717.6187,6110666.752
building,,house,ABC Housing ltd,646441.5053,6117629.568
building,,house,ABC Housing ltd,649251.1989,6118805.67
building,,house,ABC Housing ltd,649700.4501,6110221.051
building,,house,ABC Housing ltd,649447.3434,6110137.386
building,,house,ABC Housing ltd,646420.3426,6117634.988
building,,house,ABC Housing ltd,646495.79,6116168.152
building,,house,ABC Housing ltd,647874.1333,6113124.907
building,,house,ABC Housing ltd,656821.4858,6121105.414
building,,semidetached_house,ABC Housing ltd,649607.371,6110611.376
building,,house,ABC Housing ltd,645926.361,6117097.272
building,,house,ABC Housing ltd,656349.4686,6121680.7
building,,house,ABC Housing ltd,647435.2569,6110924.788
building,,house,ABC Housing ltd,645527.2344,6117570.245
building,,semidetached_house,ABC Housing ltd,649194.8818,6118786.72
building,,house,ABC Housing ltd,656853.6708,6121003.916
building,,terrace,ABC Housing ltd,649504.4345,6119428.192
building,,semidetached_house,ABC Housing ltd,649616.339,6110630.536
building,,house,ABC Housing ltd,646143.8321,6115887.509
building,,house,ABC Housing ltd,649355.5593,6109981.78
building,,house,ABC Housing ltd,647416.3388,6110891.192
building,,house,ABC Housing ltd,649343.8282,6110035.526
building,,house,ABC Housing ltd,647732.8912,6111574.109
building,,semidetached_house,ABC Housing ltd,646060.1411,6117248.935
building,,house,ABC Housing ltd,645453.2051,6117617.951
building,,house,ABC Housing ltd,645781.9236,6116860.61
building,,house,ABC Housing ltd,649633.7838,6112319.782
building,,house,ABC Housing ltd,649825.5024,6110402.548
building,,house,ABC Housing ltd,645851.4109,6117524.59
building,,terrace,ABC Housing ltd,647782.3288,6112104.423
building,,house,ABC Housing ltd,646306.9781,6117511.279
building,,semidetached_house,ABC Housing ltd,649018.077,6118713.582
building,,house,ABC Housing ltd,646264.3985,6117510.858
building,,house,ABC Housing ltd,647341.9457,6110821.769
building,,house,ABC Housing ltd,646064.5314,6116019.438
building,,house,ABC Housing ltd,649814.8319,6109953.262
building,,residential,ABC Housing ltd,652505.6686,6109284.901
building,,house,ABC Housing ltd,649757.8029,6110444.769
building,,house,ABC Housing ltd,649778.8534,6119509.993
building,,house,ABC Housing ltd,647451.8534,6112526.546
building,,house,ABC Housing ltd,646057.9571,6116432.073
building,,terrace,ABC Housing ltd,647758.9418,6112148.078
building,,house,ABC Housing ltd,646151.086,6116400.134
building,,house,ABC Housing ltd,648618.7724,6112376.722
building,,house,ABC Housing ltd,649553.875,6110690.47
building,,terrace,ABC Housing ltd,649698.7841,6119322.022
building,,house,ABC Housing ltd,649712.4372,6112576.343
building,,terrace,ABC Housing ltd,646492.6674,6117821.433
building,,house,ABC Housing ltd,647384.4051,6110671.626
building,,house,ABC Housing ltd,647533.7766,6112533.133
building,,terrace,ABC Housing ltd,647827.1093,6111925.81
building,,terrace,ABC Housing ltd,647810.8729,6111890.605
building,,house,ABC Housing ltd,647480.2767,6110606.653
building,,house,ABC Housing ltd,647498.9326,6112515.583
building,,house,ABC Housing ltd,646407.49,6117833.266
building,,semidetached_house,ABC Housing ltd,647891.4468,6111753.742
building,,terrace,ABC Housing ltd,649680.0564,6119485.478
building,,house,ABC Housing ltd,649477.7185,6110588.877
building,,semidetached_house,ABC Housing ltd,649489.7171,6110331.922
building,,house,ABC Housing ltd,645608.2686,6116042.627
building,,house,ABC Housing ltd,649336.8387,6118944.925
building,,terrace,ABC Housing ltd,648808.1478,6114041.909
building,,semidetached_house,ABC Housing ltd,646411.0969,6116227.537
building,,terrace,ABC Housing ltd,646068.1987,6117040.115
building,,terrace,ABC Housing ltd,647796.7275,6111916.203
building,,house,ABC Housing ltd,649130.1827,6118390.187
building,,house,ABC Housing ltd,648952.6373,6110750.711
building,,house,ABC Housing ltd,647573.6625,6110588.735
building,,semidetached_house,ABC Housing ltd,647778.1464,6111568.388
building,,house,ABC Housing ltd,647809.1335,6112645.977
building,,semidetached_house,ABC Housing ltd,648057.4927,6111885.908
building,,semidetached_house,ABC Housing ltd,647678.0622,6111651.278
building,,house,ABC Housing ltd,649154.2042,6110685.513
building,,house,ABC Housing ltd,648168.7695,6112928.217
building,,house,ABC Housing ltd,647593.3936,6110821.624
building,,house,ABC Housing ltd,645784.3478,6118121.758
building,,house,ABC Housing ltd,646010.0379,6117067.067
building,,house,ABC Housing ltd,649107.4381,6118638.996
building,,house,ABC Housing ltd,648851.7499,6112246.359
building,,house,ABC Housing ltd,649310.9724,6110056.365
building,,house,ABC Housing ltd,649128.9419,6118651.065
building,,house,ABC Housing ltd,649160.6706,6118649.893
building,,house,ABC Housing ltd,647914.0932,6112227.536
building,,house,ABC Housing ltd,647946.0293,6112124.267
building,,terrace,ABC Housing ltd,649102.7764,6118515.776
building,,semidetached_house,ABC Housing ltd,649376.8311,6118884.991
building,,terrace,ABC Housing ltd,649069.3193,6118523.946
